Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2
14038,35,2.0,47.981561235175036,29.44275054713416,6.0,7,9.0,1969,0.089039719,1,1,33,7976,5,0,11,1
15053,41,3.0,65.68363987232783,40.04954252356546,8.0,7,9.0,1978,6.99893e-05,1,1,46,10309,1,1,16,1
4765,53,2.0,44.947952764125006,29.1976116880482,0.0,8,12.0,1968,0.049637257,1,1,34,7759,0,1,3,1
5809,58,2.0,53.352981355613345,52.73151204863503,9.0,8,17.0,1977,0.43788524,1,1,23,5735,3,0,5,1
10783,99,1.0,39.649191950029994,23.7761691108976,7.0,11,12.0,1976,0.012338886,1,1,35,5776,1,2,4,1
12915,59,3.0,80.38447920267191,46.68372012823429,12.0,5,17.0,2011,0.309479124,1,1,35,7715,4,0,6,1
14549,154,2.0,62.254113586402504,37.16037741888674,7.0,3,5.0,1960,0.460556389,1,1,20,4386,14,1,5,1
11993,74,2.0,80.31292563185586,50.53720691207421,0.0,14,0.0,1977,0.075778755,1,1,6,1437,3,0,2,1
5172,1,2.0,64.51143730838427,45.348215750486375,1.0,9,17.0,1977,0.007122317,1,1,1,264,0,0,1,1
8649,23,1.0,46.46140869718414,18.915552483878766,8.0,13,17.0,2014,0.075778755,1,1,6,1437,3,0,2,1
15370,28,2.0,46.30490677332586,27.922584447134266,6.0,8,9.0,1973,0.118537385,1,1,30,6207,1,1,0,1
12427,31,3.0,68.80885909839964,45.736905639421956,7.0,1,8.0,1959,0.0,1,1,23,3684,2,0,4,1
6452,13,2.0,54.5228049029371,31.75975305618809,1.0,8,12.0,1999,0.090799103,1,1,74,19083,2,5,15,1
2408,57,3.0,68.10273923286483,39.3114930561345,8.0,6,12.0,1980,0.13321533300000002,1,1,49,11395,3,3,4,0
10953,27,1.0,53.769097136525275,52.40802696611313,1.0,5,4.0,1977,0.072157581,1,1,2,629,1,0,0,0
2823,85,3.0,73.6122247317727,53.89208948435271,6.0,4,9.0,1979,0.037177818,1,1,52,11217,1,1,7,1
2119,27,2.0,49.36064780032354,31.993963547007414,5.0,6,5.0,1983,0.051815435,1,1,5,1227,0,0,0,1
3000,34,2.0,57.969964222530145,32.01248263525128,9.0,6,14.0,2001,0.069753361,1,1,53,13670,4,1,11,1
2829,57,1.0,44.51348081256669,23.113423134573804,8.0,6,12.0,1983,0.13321533300000002,1,1,49,11395,3,3,4,0
4909,19,3.0,110.95979224728356,56.996764901321505,11.0,16,25.0,2012,0.000991363,1,1,33,6783,3,1,9,1
8862,0,3.0,103.60529197422831,47.799426262469524,10.0,12,17.0,2002,0.319809354,1,1,25,4756,16,5,8,1
11935,27,2.0,64.71183493873933,45.348215750486375,1.0,15,1.0,1977,0.211401214,1,1,9,1892,0,0,1,1
11852,48,1.0,41.668649656506325,20.207761889892915,10.0,19,22.0,1996,0.041124634,1,1,46,9515,5,1,10,1
6641,54,3.0,118.90761184257369,91.21630553930869,0.0,2,0.0,1977,0.006076152,1,1,30,5285,0,6,6,1
7704,150,3.0,62.180535989371776,44.169694075407364,5.0,4,5.0,1964,0.020741326,1,1,24,5613,5,2,5,1
5073,74,2.0,82.66791473448255,60.912515124157416,1.0,16,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
4378,27,3.0,106.95887123511149,0.6418221077821484,0.0,17,0.0,2018,0.072157581,1,1,2,629,1,0,0,0
7550,23,2.0,64.55620925344805,45.348215750486375,1.0,8,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
8054,23,1.0,42.53004325868857,26.994528118147574,1.0,3,9.0,2014,0.034656082000000005,1,1,0,168,0,0,0,1
522,11,2.0,48.37223191245333,31.00758147862463,6.0,4,9.0,1972,0.00016967599999999998,1,1,36,5992,0,1,1,1
89,50,2.0,39.43535081853332,23.37768698871145,7.0,9,9.0,1965,0.007658515,1,1,35,7077,56,3,19,1
4785,61,1.0,41.7651555000357,19.343185677164602,9.0,12,16.0,1984,0.300322518,1,1,52,10311,6,1,9,1
13253,27,2.0,63.679115983087094,37.275774657400376,1.0,9,15.0,1977,0.017647053,1,1,2,469,0,0,0,1
13905,44,1.0,34.7672268816687,18.209648101536544,6.0,7,9.0,1972,0.036122292,1,1,24,4378,0,1,1,1
8384,90,2.0,42.17678220950818,28.085689937853193,5.0,2,5.0,1965,0.265088676,1,1,37,5288,0,3,2,1
6486,200,3.0,85.28038875664878,58.447967179062545,9.0,6,5.0,1960,0.0,1,1,33,7425,1,2,5,1
11703,23,1.0,41.11876598003856,25.607844932696633,1.0,4,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
14591,43,2.0,43.701661788670734,26.350358249023103,5.0,5,9.0,1961,0.015016892,1,1,17,3079,59,0,8,1
8224,177,3.0,77.8739361356098,48.99113289942049,12.0,9,25.0,2012,0.0,1,1,36,6714,2,0,2,1
9371,23,2.0,60.503248324677,41.23267137912478,0.0,16,0.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1
10739,99,2.0,45.257138805377025,32.61382570011897,5.0,4,5.0,1971,0.033493708,1,1,66,10573,1,3,8,1
1853,101,3.0,58.4198155580721,37.27561392063118,5.0,5,5.0,1963,0.225824954,0,1,41,6558,7,3,2,1
9833,1,2.0,56.49431782042168,54.72356903322895,0.0,9,17.0,1977,0.007122317,1,1,1,264,0,0,1,1
175,23,2.0,58.692132931238426,41.23267137912478,1.0,16,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
10521,38,3.0,104.21139562017449,67.73740715311342,0.0,20,0.0,2017,0.060753049,1,1,15,2787,2,0,7,1
7008,21,2.0,48.85174210675611,33.533432105863035,5.0,5,5.0,1970,0.194489265,1,1,47,8004,3,3,5,1
1821,23,2.0,49.929488622133064,32.71129105343143,1.0,9,12.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1
14292,103,1.0,41.53813827372754,23.292934580888872,8.0,7,16.0,1981,0.014423114,1,1,19,3806,4,0,3,1
7596,23,1.0,47.080100247481404,46.80798919400547,12.0,3,9.0,1977,0.014072961,1,1,2,475,0,0,0,1
13393,98,1.0,41.27061351984075,20.45594534035546,7.0,8,14.0,2003,0.195781053,1,1,23,5212,6,3,2,1
2221,170,1.0,35.390235379659565,21.675589451961883,5.0,3,5.0,1963,0.21843974,1,1,21,4472,6,4,7,0
10103,94,1.0,35.28089402875877,23.35417623467495,6.0,11,9.0,1971,0.282797669,1,1,33,8667,2,0,6,1
2301,1,2.0,61.40005437465901,39.91003534352836,0.0,17,22.0,2016,0.007122317,1,1,1,264,0,0,1,1
6455,44,1.0,31.89348347603991,20.94667055523254,7.0,3,14.0,1973,0.175054867,1,1,36,10055,3,1,0,1
16334,1,1.0,42.41417613853096,25.607844932696633,1.0,14,17.0,1977,0.007122317,1,1,1,264,0,0,1,1
3963,48,3.0,60.49673620327934,38.701932866274475,6.0,4,9.0,1980,0.041124634,1,1,46,9515,5,1,10,1
10065,5,2.0,54.477432041659135,31.149444195768496,7.0,14,22.0,1991,0.150817539,1,1,16,3433,4,4,5,1
3203,23,2.0,56.21870163187176,35.660854177860514,1.0,3,3.0,1977,0.005767451,1,1,1,388,0,0,0,1
1982,28,1.0,38.007936217693626,23.281713820168363,9.0,1,12.0,1970,0.118537385,1,1,30,6207,1,1,0,1
12393,11,2.0,57.322494472127154,31.78800632302188,10.0,5,16.0,1980,0.00016967599999999998,1,1,36,5992,0,1,1,1
16601,88,2.0,47.31752643089487,31.100516771763807,6.0,6,12.0,1975,0.127375905,1,1,43,8429,3,3,9,1
4191,1,2.0,65.02389875686265,45.348215750486375,1.0,10,17.0,1977,0.007122317,1,1,1,264,0,0,1,1
7619,47,2.0,54.7873237643134,33.512142879434535,8.0,1,12.0,1978,6.99893e-05,1,1,46,10309,1,1,16,1
7605,6,1.0,42.50553193590355,25.607844932696633,1.0,6,12.0,2014,0.243204519,1,1,5,1564,0,0,0,1
9723,52,2.0,64.14115197487071,45.348215750486375,1.0,5,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1
11398,62,1.0,41.19418849786451,25.607844932696633,0.0,6,0.0,1977,0.072157581,1,1,2,629,1,0,0,0
3759,31,2.0,57.95597269122314,32.27257840039711,9.0,17,17.0,2001,0.151346216,1,0,32,5889,10,4,1,1
8443,57,2.0,45.96488978915266,29.141211816173783,5.0,7,5.0,1963,0.13321533300000002,1,1,49,11395,3,3,4,0
1063,77,1.0,42.67884386982604,23.918634033545928,8.0,14,12.0,1983,6.99893e-05,1,1,46,10309,1,1,16,1
6925,27,2.0,64.92910276079539,63.30460517784749,10.0,15,17.0,2016,0.072157581,1,1,2,629,1,0,0,0
10362,27,2.0,79.22704893716298,50.53720691207421,0.0,9,0.0,1977,0.072157581,1,1,2,629,1,0,0,0
2136,74,2.0,84.68773160202026,81.90555163617604,0.0,12,17.0,2017,0.075778755,1,1,6,1437,3,0,2,1
14675,74,1.0,52.45758937232919,52.4233445561041,0.0,18,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
9413,79,1.0,39.42966643301249,18.519732724337832,9.0,2,16.0,1981,0.16909109,1,1,19,3856,10,2,5,1
4014,6,2.0,63.184422013103685,61.14289377226982,1.0,17,17.0,2016,0.243204519,1,1,5,1564,0,0,0,1
12246,9,1.0,50.299167150679395,24.3496040418,9.0,11,16.0,2006,0.136244425,1,1,11,2370,0,0,1,1
14020,34,1.0,47.90932737998546,42.78238540963264,1.0,2,1.0,2016,0.069753361,1,1,53,13670,4,1,11,1
2435,85,4.0,65.55983414534953,47.696254952296684,6.0,6,9.0,1976,0.037177818,1,1,52,11217,1,1,7,1
7758,156,1.0,39.24892718662953,21.592325047856093,7.0,13,17.0,2009,0.007658515,1,1,35,7077,56,3,19,1
12162,69,1.0,39.252554812007496,19.394250723900626,7.0,1,16.0,1985,0.000991363,1,1,33,6783,3,1,9,1
15600,108,2.0,49.888740020585054,31.603650465162,6.0,9,12.0,1974,0.0,1,1,23,3684,2,0,4,1
6832,96,2.0,62.78380934113364,35.222368111513255,10.0,5,10.0,1994,0.041116354,1,1,53,14892,4,1,4,1
2952,169,2.0,58.433607265665074,31.08698930261341,8.0,3,14.0,1970,0.210473241,1,1,11,2398,2,3,0,1
2855,18,2.0,61.71855284835026,33.0401150131786,10.0,10,11.0,2000,0.0,1,1,30,5562,0,0,5,0
7488,21,1.0,42.5012260708919,22.91573470453811,8.0,2,12.0,1979,0.194489265,1,1,47,8004,3,3,5,1
11248,27,2.0,54.583231282802906,33.320302288938066,11.0,2,9.0,2000,0.041116354,1,1,53,14892,4,1,4,1
9613,148,3.0,127.48158341963554,91.21630553930869,1.0,16,1.0,2012,0.313924552,1,1,22,4625,11,2,10,1
16674,94,2.0,47.145626414517814,30.738284138231354,5.0,11,9.0,1976,0.127375905,1,1,43,8429,3,3,9,1
3918,41,2.0,48.07704110377844,28.835116601308275,5.0,5,9.0,1968,0.175054867,1,1,36,10055,3,1,0,1
11902,128,2.0,52.08218293973108,34.01705745296253,8.0,7,17.0,1994,0.0,1,1,27,4798,0,2,8,1
13395,10,2.0,50.29076173681866,32.460809440510396,6.0,12,12.0,1973,0.089039719,1,1,33,7976,5,0,11,1
1836,144,2.0,49.0307877478954,31.91889562577639,8.0,2,5.0,1964,0.306977489,1,1,27,5148,14,5,7,1
1671,120,3.0,58.57037093462771,37.434125981371615,5.0,4,5.0,1961,0.341071945,1,1,27,5664,48,3,11,1
9558,39,1.0,34.19820977216433,20.981127484293157,6.0,7,9.0,1973,0.428825818,1,1,25,5011,8,0,2,1
13887,7,3.0,74.97105425768765,46.23924761599082,10.0,16,17.0,1987,0.0,1,1,23,5067,4,2,6,1
4280,34,2.0,61.33496777880346,4.091944920685359,1.0,26,1.0,2014,0.069753361,1,1,53,13670,4,1,11,1
14319,27,2.0,58.93727974313555,34.74006979324089,11.0,2,7.0,1998,0.041116354,1,1,53,14892,4,1,4,1
13671,84,3.0,63.72823655447478,38.96093513166355,6.0,9,9.0,1971,0.14966637300000002,1,1,22,4789,2,4,1,1
9753,23,1.0,41.84569772836166,25.607844932696633,1.0,14,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
13577,61,1.0,33.646711450929125,21.42355298005255,5.0,8,9.0,1975,0.300322518,1,1,52,10311,6,1,9,1
14756,1,1.0,50.61776843485736,46.505676134063826,1.0,10,24.0,1977,0.007122317,1,1,1,264,0,0,1,1
3973,1,2.0,62.96990315347615,31.74561055395469,10.0,14,14.0,2014,0.007122317,1,1,1,264,0,0,1,1
13957,123,2.0,58.91191808519165,33.6122411146587,9.0,12,17.0,2005,0.0,1,1,47,11319,0,3,5,1
11765,23,2.0,48.76013224783535,32.71129105343143,1.0,3,3.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1
2930,9,2.0,62.34715418212179,41.23267137912478,1.0,6,1.0,1977,0.161531741,1,1,25,5648,1,2,4,1
6496,1,2.0,53.18796830353497,34.82049795088077,8.0,7,17.0,1990,0.025609157,1,1,33,5261,0,3,1,1
8361,57,3.0,64.0151002560132,43.84285219250445,6.0,10,12.0,1984,0.13321533300000002,1,1,49,11395,3,3,4,0
9970,159,3.0,61.809021596554686,40.44472528024896,6.0,2,9.0,1972,0.015016892,1,1,17,3079,59,0,8,1
3276,27,2.0,62.224569197974155,58.5039850086156,1.0,8,17.0,2016,0.017647053,1,1,2,469,0,0,0,1
6761,70,2.0,45.592912912750855,27.27845940340863,6.0,3,9.0,1981,0.002211665,1,1,39,7614,3,1,5,0
11448,39,1.0,35.683059286946204,18.662235067338923,7.0,12,12.0,1977,0.428825818,1,1,25,5011,8,0,2,1
12428,94,2.0,39.900424683233375,26.477223105164704,6.0,12,14.0,1982,0.282797669,1,1,33,8667,2,0,6,1
8583,129,3.0,65.68346852974332,43.533322473808525,7.0,11,12.0,1977,0.020741326,1,1,24,5613,5,2,5,1
2516,3,1.0,42.145274302242434,21.304556088896693,10.0,3,14.0,1984,0.265088676,1,1,37,5288,0,3,2,1
14635,95,2.0,42.389567415418014,33.06483544074146,5.0,1,5.0,1963,0.0,1,1,7,1660,39,1,5,1
12377,27,2.0,60.44585456445121,41.23267137912478,1.0,13,1.0,1977,0.072157581,1,1,2,629,1,0,0,0
14571,78,1.0,44.570412123654016,19.485741143328703,10.0,18,24.0,2011,0.092290642,1,1,21,4346,2,1,2,1
3975,1,2.0,65.00927913436703,45.348215750486375,1.0,9,17.0,1977,0.007122317,1,1,1,264,0,0,1,1
14822,18,3.0,76.23513674330522,47.001817296653726,10.0,9,17.0,1997,0.0,1,1,30,5562,0,0,5,0
367,45,1.0,42.367288692851375,40.012528663007295,1.0,16,14.0,2015,0.195781053,1,1,23,5212,6,3,2,1
9703,15,4.0,98.68670312903869,57.307057812964345,15.0,10,17.0,2008,0.158249043,1,1,21,5731,0,1,0,1
10935,121,3.0,60.43816917856879,43.96785075861281,5.0,5,5.0,1965,0.212515361,1,1,19,3293,16,3,7,1
5267,49,1.0,43.44426635232809,20.702408895355198,8.0,18,17.0,2010,0.020741326,1,1,24,5613,5,2,5,1
8753,25,3.0,85.95230644639723,55.2189991901582,1.0,4,3.0,2017,0.069753361,1,1,53,13670,4,1,11,1
11279,19,2.0,74.44137733392219,35.640269014040044,9.0,23,25.0,2004,0.000991363,1,1,33,6783,3,1,9,1
8691,1,2.0,55.2332130691251,35.660854177860514,1.0,13,17.0,1977,0.007122317,1,1,1,264,0,0,1,1
16188,59,2.0,61.50213443093715,33.12142623794768,10.0,5,17.0,1985,0.019508796,1,1,37,7687,11,5,5,1
10337,28,2.0,43.771829534570266,33.24216720327902,5.0,3,9.0,1968,0.118537385,1,1,30,6207,1,1,0,1
12087,2,3.0,60.15940612151951,46.35452671851282,5.0,4,9.0,1968,0.309479124,1,1,35,7715,4,0,6,1
6072,6,1.0,65.10201679019049,64.62260302448165,1.0,10,9.0,2015,0.243204519,1,1,5,1564,0,0,0,1
6600,96,1.0,35.99013769288014,18.12583002371395,1.0,1,9.0,1978,0.041116354,1,1,53,14892,4,1,4,1
10726,27,3.0,89.6929642467968,87.62381427680403,1.0,13,1.0,1977,0.072157581,1,1,2,629,1,0,0,0
3428,108,3.0,110.20396948700356,59.27070227635576,12.0,19,28.0,2007,0.019508796,1,1,37,7687,11,5,5,1
15386,127,2.0,45.92367266158226,26.177752782849087,5.0,3,5.0,1967,0.486245621,1,1,13,2514,19,0,6,1
12613,6,2.0,65.49667436641931,5.5893235804425885,1.0,5,17.0,1977,0.243204519,1,1,5,1564,0,0,0,1
3749,85,1.0,42.19894558704247,20.794835924374308,10.0,16,22.0,1987,0.037177818,1,1,52,11217,1,1,7,1
6172,27,2.0,92.40000684071423,92.06923622776027,10.0,2,5.0,1977,0.07542368,1,1,11,3097,0,0,0,1
8173,56,1.0,40.812877553246935,23.09788779329753,10.0,10,22.0,1999,0.0,1,1,23,5067,4,2,6,1
14901,31,2.0,62.30129218800013,30.388568968400406,10.0,11,12.0,2008,0.151346216,1,0,32,5889,10,4,1,1
9742,1,2.0,63.672610618053405,45.348215750486375,1.0,11,17.0,1977,0.007122317,1,1,1,264,0,0,1,1
12256,169,1.0,33.25798132827507,18.181442895582567,5.0,7,9.0,1967,0.17891679600000002,1,1,18,3594,4,1,5,1
3839,31,3.0,78.47198680838288,52.70682355093004,8.0,6,5.0,1957,0.151346216,1,0,32,5889,10,4,1,1
10835,61,2.0,45.586982489186994,34.682385480990014,5.0,5,5.0,1962,0.298204575,1,1,16,4048,3,1,3,1
5460,74,1.0,50.145176202730894,32.71129105343143,1.0,8,12.0,1977,0.075778755,1,1,6,1437,3,0,2,1
13759,109,1.0,40.117363791934814,21.391897654599497,10.0,5,22.0,1982,0.0,1,1,25,5027,4,1,1,1
14787,34,2.0,60.366625674269216,57.70914937562125,10.0,20,19.0,2017,0.069753361,1,1,53,13670,4,1,11,1
9892,62,2.0,71.3047632136293,50.53720691207421,1.0,13,20.0,1977,0.072157581,1,1,2,629,1,0,0,0
3287,27,3.0,92.88554386930149,91.64224916672009,13.0,7,17.0,2015,0.072157581,1,1,2,629,1,0,0,0
7967,9,1.0,37.470195242427614,21.485797280082046,7.0,12,17.0,1993,0.069753361,1,1,53,13670,4,1,11,1
10666,94,1.0,37.98575172539788,20.142098703933197,9.0,8,16.0,1974,0.521867054,1,1,25,6149,0,0,0,1
8141,46,2.0,69.80461247985367,33.82966008436593,12.0,13,16.0,2014,0.188783766,1,1,31,6137,4,0,1,1
11417,17,1.0,40.090754550200884,22.393898211263426,8.0,6,16.0,1980,0.093442564,1,1,23,4635,5,2,4,1
14141,23,2.0,57.69961907981183,35.660854177860514,10.0,2,1.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1
9870,62,1.0,51.83147294769089,33.04045741599908,1.0,5,1.0,2015,0.072157581,1,1,2,629,1,0,0,0
4954,23,1.0,44.647897567499456,41.555841756681,1.0,9,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1
14109,62,1.0,47.57727953765478,43.123508338822525,1.0,6,1.0,1977,0.072157581,1,1,2,629,1,0,0,0
14258,44,2.0,44.51140745026622,29.84746226754347,5.0,6,5.0,1960,0.122190486,1,1,25,4724,2,1,3,1
15848,23,3.0,70.21457474548518,49.364085027187826,9.0,3,1.0,2017,0.005767451,1,1,1,388,0,0,0,1
16779,27,3.0,51.991064354455396,4.896201920014866,1.0,22,25.0,1977,0.072157581,1,1,2,629,1,0,0,0
15585,85,1.0,44.03852399189157,40.435804444916094,1.0,15,22.0,1982,0.037177818,1,1,52,11217,1,1,7,1
3522,6,1.0,66.41984149373265,3.98710087947258,1.0,2,1.0,1977,0.243204519,1,1,5,1564,0,0,0,1
4263,27,1.0,54.25519113954791,51.135218544797326,0.0,5,3.0,2017,0.072157581,1,1,2,629,1,0,0,0
14264,119,2.0,45.222689730275285,33.485942821149045,5.0,6,9.0,1968,0.000995363,1,1,42,7651,1,1,5,1
658,99,2.0,47.01806447731696,28.62867586845311,6.0,7,9.0,1971,0.012338886,1,1,35,5776,1,2,4,1
6635,96,2.0,57.6391671539191,34.8831258893622,8.0,3,9.0,1999,0.041116354,1,1,53,14892,4,1,4,1
14805,41,2.0,54.4778683522394,33.34848235863591,8.0,7,12.0,1983,6.99893e-05,1,1,46,10309,1,1,16,1
16391,57,2.0,56.38477330543139,30.57114898010994,8.0,4,12.0,1983,0.13321533300000002,1,1,49,11395,3,3,4,0
7023,1,2.0,71.0055747817242,50.53720691207421,0.0,11,9.0,1977,0.007122317,1,1,1,264,0,0,1,1
8203,98,2.0,47.69890152322699,32.685700152832595,5.0,4,5.0,1962,0.195781053,1,1,23,5212,6,3,2,1
15919,47,2.0,49.285200889669326,31.84773289921996,6.0,7,12.0,1977,0.298204575,1,1,16,4048,3,1,3,1
4747,7,3.0,81.46790925974453,76.64618193917562,10.0,19,17.0,2010,0.035145267,1,1,42,9292,3,0,3,1
6523,52,1.0,32.827650993401186,18.07025420741528,5.0,1,9.0,1966,0.371148999,1,1,34,7065,1,2,5,1
81,47,2.0,56.922116009244824,30.73443216951549,8.0,13,16.0,1981,0.101872465,1,1,23,4583,3,3,3,1
5790,27,1.0,47.17718354022401,32.71129105343143,1.0,5,4.0,1977,0.07542368,1,1,11,3097,0,0,0,1
2347,6,2.0,67.17058663420276,45.348215750486375,1.0,11,17.0,1977,0.243204519,1,1,5,1564,0,0,0,1
1288,27,3.0,82.51591138174318,45.376024043829716,1.0,5,1.0,1977,0.017647053,1,1,2,469,0,0,0,1
8708,80,2.0,53.74725390900309,33.740065714737234,8.0,6,22.0,1984,0.0077202819999999985,1,1,38,4788,2,0,4,1
9785,27,2.0,62.64038950680821,34.998513481644245,10.0,5,17.0,2015,0.072157581,1,1,2,629,1,0,0,0
2416,57,1.0,29.298167568168665,15.793808919309633,5.0,7,5.0,1964,0.13321533300000002,1,1,49,11395,3,3,4,0
11413,86,1.0,36.80582613393983,17.986014081329404,7.0,10,12.0,1974,0.161975568,1,0,31,7010,5,3,7,1
16584,61,3.0,54.526820684610605,38.903926616518284,6.0,3,9.0,1976,0.300322518,1,1,52,10311,6,1,9,1
12667,83,2.0,54.386667679168504,34.30557444686689,8.0,11,12.0,1978,0.100455735,1,1,43,7227,0,1,6,0
15527,52,2.0,64.22269387492523,45.348215750486375,1.0,16,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1
1217,44,2.0,47.91700922770607,32.3560120064586,5.0,5,5.0,1965,0.036122292,1,1,24,4378,0,1,1,1
3398,74,1.0,48.743664866198436,31.033382163028985,1.0,12,20.0,2017,0.075778755,1,1,6,1437,3,0,2,1
10731,62,3.0,67.63260672812788,43.86762049658002,7.0,8,9.0,1973,0.002211665,1,1,39,7614,3,1,5,0
11442,137,3.0,70.22360431225314,44.540390681682275,13.0,3,8.0,1955,0.200146802,1,1,23,3975,8,2,0,1
15930,41,2.0,42.58151161541346,24.872833739094464,6.0,7,14.0,1973,0.175054867,1,1,36,10055,3,1,0,1
1431,91,1.0,41.07619268196986,20.64320325401316,7.0,14,17.0,2000,0.333891544,1,1,30,6564,1,0,0,1
3035,94,2.0,47.80222779023652,32.5421255675183,6.0,5,12.0,1975,0.521867054,1,1,25,6149,0,0,0,1
1372,39,1.0,33.68237635813288,21.601502911226078,6.0,10,9.0,1973,0.428825818,1,1,25,5011,8,0,2,1
14077,92,2.0,42.54009352292711,27.66291820102857,6.0,12,12.0,1971,0.460556389,1,1,20,4386,14,1,5,1
